Rating,Date Experienced,Review Title,Review
2,2023-07-03,Far too hot. Please turn heating off.,cooler outside degree please turn heating sauna
2,2023-07-03,Rather disappointing experience with…,rather disappointing experience management greatest express problem staffless customer service great either via twitter etc take day respond easier live chat phone number changed home plus member told price would stay per month find charged said thing week later decided cancel membership use remaining day friend bring buddy option plus member however checking account see option bringing buddy taken would let sign somebody else frustrating considering paid benefit whole month decided cancel go happening cancelled
2,2023-07-03,Prices increasing but standards decreasing.,price increase less year time overall standard decreased men toilet area often poor state machine break often action many week day music past year written positive review unfortunately standard dropped think company staff personal trainer bramley one speak friendly one thing still fantastic ingrida always friendly helpful sort person lucky working review give star ingrida would give star
1,2023-07-02,"Do not sign up, not worth the money",open machine limited terrible customer service barely one working onsite help person overpriced quality provide closed saturday sunday kind close weekend marylebone always packed limited access woman inclusive machine set men
2,2023-04-30,Not safe,overall good busy time biggest problem fellow member especially like go late night pm onwards seems attract seedy crowd people obviously meeting minimum age requirement supposed cctv team monitoring thing hour clearly happening people free get loud wrestle floor throw swiss ball others working even smoke swear fellow member get stuff management seems reluctant address issue may unruly member friend expect attend time discus time need make sure rule implemented people attend hassle free otherwise point rule time felt unsafe hope clean act including toilet
1,2023-07-01,What the hell is the deal with this…,hell deal place never music playing hour depressing
1,2023-06-22,Unfriendly staff and overcrowded,staff ignorant attitude issue always packed matter time go cardio machine need desperate upgrade free weight room always packed like pack sardine year going hill
2,2023-06-30,PureGym Worcester hot and stuffy,member five year pretty happy worcester branch year issue air quality temperature day like walking sauna often humid smell sweaty warm able train effectively usually hot day yesterday bad train left speaking manager asthma started feel breathless minute inside asthma well regulated always check sp entering peak flow fine stuffy air made feel faint quite quickly spoken manager various occasion inconsistency air quality temperature told air con set minimum degree warm especially uncomfortable high intensity cardio exercise told change temperature stated twitter individual manager control temperature ventilation system company policy dictate according conor manager temperature keep bill people complain cardio change change explanation nutshell pt also exercise referral qualified well aware impact physical performance temperature progress people want run row cycle etc really uncomfortable cause faintness potential injury pretty close cancelling membership point tried unsuccessfully deal directly update temperature degree
1,2023-06-30,Lousy gym..,lousy previous also one salford paying £ month great big well equipped machine good condition clean eccles shame small cannot train well machine crowded due lack space machine sorry state make lot noise variety machine deteriorated changing room shower locker small lack cleanliness bad least lower high price £ fair pay monthly fee lousy service
2,2023-06-30,Cleanliness,complaint regarding changing room shower recently stuffy warm changing room could putting air condition changing room also shower cubicle need unblocking making sure clean appreciate trying keep cost low youve reduced water temperature pressure shower unclean shower cubicle acceptable hope action taken regarding blocked cubicle
1,2023-06-29,That menager and Staff need interesting…,menager staff need interesting missing eguipment cleaning general cleaning walk around going nothing smelly dirty safety stołen bag last time check camera avoided raport bad
1,2023-06-29,Very poor gym,poor hot water shower month nobody care
1,2023-06-29,"PureGym, you're letting your members down",reviewing whole member attends tottenham court road marylebone fed class change massively affected fitness journey marylebone started charging £ particular step class plummeted overnight attendee eventually got cancelled applied tottenham court road result looking elsewhere brand lack care quality care member seek fitness routine thats guided instructor comfort class instructor led class lack enthusiasm inspiration lead class without involvement even breaking sweat inspiring contrast trial error across location swiss cottage marylebone tottenham court private instructor lead class specifically aerobics step pilate instructor give effort every class shame already seen favoured fully booked class marylebone go drain see another favoured class tottenham court fed currently trialling brand youve let lot member
2,2023-06-27,The leg press has been broken for quite…,denton leg press broken quite time mess workout plan hack squat rubbish allow go way wish would invest glute drive machine hyperextension bench feel without one
1,2023-06-29,When you want to cancel they don't let you..,want cancel able pay month thats bad ethical practice even day end renewal monthly contract let cancel scream desperation also covered anywhere explained prior sign also far overpopulated limited making experience terrible lot young boy look young training hanging around group around weight
2,2023-06-28,No female instructors for classes,okay going year used love class feel confident comfortable men instructing class alternative woman instructor miss going class
1,2023-06-28,PT Fat shaming,fat shaming place used promote self confidence positive body image vile recently made aware email sent one puregyms personal trainer client shocked understatement pt question used term fat slob attempt motivate client work harder lose weight fat phobic comment bullying perpetuating eating disorder highest mortality rate psychiatric disorder nobody immaturity confidence send email allowed work industry many people spend month working confidence walk email validation fear naming shaming pt online unlike man believe bullying ever solution although given confidently parade ignorance client instagram account sure hard limehouse manager guess disgusted hope fired post supposed star would let post comment without rating
2,2023-06-04,Gym equipment is often broken down and…,often broken connot used poor hygene bin overflowing rarely wiped staff user great poor hygene generally often overcrowded people queing use weight resisitance machine lack window make place feel dingy dim soviet era tv screen watch sky news would nice lot year ago less intense lighting would nice whole place vaguely subterranean air due lack sunlight like mining colony mar also impressed cancelling hour access little communication locker room shuts lock hour meaning realistically cannot use hour severly unimpressed major factor joining addition staff number realistically price point understand pool prehaps option kind member area people could meet socialise get non alcoholic drink would nice fitness first fitness odd year ago similar smaller floorspace see done
2,2023-06-28,Standards have slipped,going since opened part fine staff always polite helpful needed recently state building obviously fell standard currently closed nd day row running water obvious inconvenience desire travel southgate cheshunt rush hour go either convenient would member cheshunt enfield anyway newer also free parking also cheaper fr £ month enfield fr £ month addition recent water issue last weekend hot water sign changing room door weekend ago power cut half darkness big hole entrance hall men changing room age understandably machine break use time time busy expected general state building becoming run grotty opinion reflection lack investment building keep need refurb money spent asap
1,2023-06-28,very poor relationship with car park operator,poor relationship car park operator meaning free parking advertised part membership easily cost much month membership fee unfortunately offer free parking forget enter registration computer car park owner willing honour free parking let appeal parking alone cost £ free annual membership £ shame poor relationship provider service customer joined improve mental health fact caused opposite happen
1,2023-06-27,Disappointed with the pyre gym in doncaster,buy expensive membership could book place class even prebooked place class ended going home place occupied disappointed wasted time fuel travel staff bothered well booked place attended session first time issue find available place arrived
1,2023-06-28,There is no hot water in the showers…,hot water shower long time staff nothing
1,2023-06-27,The west bridgford gym is always roasting hot.,west bridgford always roasting hot summer like never turn ac affecting workout tempted move one hundred nottingham area
2,2023-06-26,Cleaning Stations!!,regard ok never really issue started removing cleaning station etiquette mean bring towel clean user sweat bodily fluid bring back cleaning station helped maintain clean enjoyable environment
1,2023-06-27,membership prices not worth it,membership price ridiculous pay £ month able access multiple go sudden access
2,2023-06-23,Absolutely boiling!!,absolutely boiling air conditioning fan absolutely nothing sauna actually workout want think would faint recently close passing even wearing minimal sport clothing understand think acceptable tesco lovely air conditioned gotten point wanting cancel membership exercising outside sun actually bearable
2,2023-06-25,No Aircon,air conditioning fixed even portable air conditioning unit stopped working month
1,2023-06-24,No air conditioning becomes more bad…,air conditioning becomes bad help staff either
2,2023-06-21,Arrogant staff,like proper issue issue staff personal trainer nice one majority strut around like personal sit bench session bench available sit weight rack snd ignore move around look around moving soon
1,2023-06-16,The gym has no control on classes,control class someone struggle strength place would recommend could class properly enough
1,2023-06-14,PureGym - Sevenoaks,sevenoaks decent management deal issue clearly listed rule many people football team shirt example either policy enfrce ther policy seen people treadmill slider weight machine workwear boot etc enforce standard please
2,2023-06-04,awful app,awful app， cancel membership
1,2023-06-22,Unhygienic,overall okay management removed cleaning station contained paper towel sanitizer people unaware member often leave sweated making unhygienic use please ensure restore cleaning station
2,2023-06-22,Hard or impossible to downgrade,hard impossible downgrade least minute browsing app member area website find way downgrade plan advanced computer user sure issue lack computer knowledge real problem hiding downgrade option making hard find let know downgrade plan please also instruction following page work option area help centre membership info upgrade downgrade membership
2,2023-06-20,Too hot!!,hot air con set correctly time year put coming
2,2023-06-19,The gym needs a lot of TLC,need lot tlc new would great could utilising space better much room allocated cardio machine use
2,2023-06-20,Cleaning stations,understand removing cleaning station basic hygiene feel comfortable train knowing clean use appalling make sense remove thing
1,2023-06-20,Issues with classes,love going zumba step london tottenham court road year warning less week notice given amazing instructor going pay class top membership personally pay full membership £ enjoy going class next week going extra £ top pay already go ahead longer pay membership
1,2023-06-20,Too hot...no staff around to turn the…,hot staff around turn aircon people leaving
1,2023-06-20,Found out that the budget for classes…,found budget class going amazing class like zumba step going £ top monthly membership shall cancelling membership
2,2023-06-16,Poor Hygiene - No working sinks for 4 weeks,majority team really friendly good selection kit main thing let cleanliness tidiness weight left around place especially visiting early morning nobody ever tidy cleanliness generally poor little sanitising spray flowing bin top working sink men changing room week sanitiser nearest sink wash hand using toilet single disabled toilet pretty much sum lack urgency pride lot team take
2,2023-06-20,Air-conditioning is not working and has…,air conditioning working week machine outdated often broken emailed reply note trust pilot reply positive feedback
2,2023-06-09,Not the best experience,got pair glass stolen understand responsibility something left outside locker bus station unlikely happen quiet hour careful leave outside locker overall bad edit like stated understand staff responsibility need highlight experience chain virgin exact scenario try reaching manager however able help understand thanks response
1,2023-05-11,One of the personal trainers shouted at…,one personal trainer shouted friend reason told shut made uncomfortable company seem care cancelling membership recommending particular everyone
1,2023-06-19,Cold showers,went shower disappointed stone cold 😤not happy membership gone £ ☹️
1,2023-06-20,Anyone with moral fortitude defected from this place,background check applicant could buy course access vulnerable adult fatherless girl alongside network people organised inside secret group chat mocked member wrote positive review sect viewable technique also included humorous persona cryptic threat violence via stalking charm people smokescreen deter giving evidence
1,2023-06-18,ICE COLD WATER + so much more!,ice cold water water tepid since last time broke month ago ridiculous load machine order” always stay like month air con stuffy uncomfortable place dirty stink lack c people sweating also lack cleaning place look like cleaned month mark always floor dust thick place going hill every day management really care many u complained multiple time
1,2023-06-20,24/7?,hi would like complain kirkcaldy visited yesterday sign door saying closed due water spoke friend mine stay close later night water came back water board carried repair decided would visit morning instead checked app said open drove find still shut sign pretty poor service refund please day closed get message monday visited telling closed could use dunfermline really option reason checked app morning
1,2023-06-19,Pure gym Brighton London road,brighton london road horrible staff friend trying get pressed button call help one u know create account woman extremely rude saying much personally struggling really badly day anxiety sometimes cause go sort mute friend one talking helpful app rude nasty turned waved face said stern voice “hello ” said friend speak” rude disrespectful voice love experience would never go back owner really need rethink hire woman literal c**nt friend mine experienced thing literally london road know date incident one right review another friend mine mentioned situation rude employee decided say something
1,2023-06-19,Membership 27 pounds each month,membership pound month take pound without reason refund money thats money still easy
1,2023-06-19,Wrong bills,wrong bill pound selected membership fee £ deduction account without reason explanation without returning money account
1,2023-06-19,Issues with classes,love going st albans fantastic instructor whose class brilliant rome ricardo adam look forward clemasses every week getting sick keep changing teaching class time class cancelling last minute took daughter today attend specific class get find decided cancel three membership house seriously thinking cancelling management clearly seem care member
1,2023-03-01,Insulting behaviour,insulting company questionable ethic year found reliable frill company everything needed found taking two month money month cancelled membership got bank get extra payment back year later tried rejoin found would blacklisted tried go see deputy manager branch wanted join work return call last checked march still blacklisted standing
2,2023-06-04,Ridiculous,ventilation body odour lingers put going water machine never work vending machine vendor warm drink absolutely joke
2,2023-06-17,Been told to stop my exercise,using since open today asked member staff workout bike stop got class 😀 honestly joke say anything leave even told got min left need start class happy service especially open due work going cancelled membership point pay even workout understand training plan day min cycling picked went started exercise bike min finish one staff came asked first long got finish looked watch said got min left finish reply really sorry need stop need start class saying understand
1,2023-06-16,I was in London and wanted to use one…,london wanted use one london went app try see able use upgraded plus account upgraded plus account would tell could use subscribed telling could use registered even understand use plus member defeat purpose make pointless use limited whole point allow use come across near one registered might mistaken think used limit use making worth paying anyway upgraded plus account tried find wanted use found list saying charged extra £ next bill plus membership even though actually benefit paying cancelling membership
1,2023-06-16,PureShyte,website said asked post assured open went workout slightly midnight put stuff house key motorbike key motorbike helmet clothes wallet etc changing area finished workout went get gear shower find door locked unable get personal stuff vehicle house key wallet locked walk home mean paying taxi able ring taxi stuff locked building climb window late get house total shamble still received apology crap well treadmill crap even hold water bottle weight slip hand small waste time go dual carriageway mile proper lifestyle
1,2023-06-15,Gym is in crisis!,start… member number year seen huge decline run managed facility air conditioning parking hit time lowest point appears run ground good thing space train many problem fixed dealt year issue overlooked anymore speaking management issue never ending excuse issue fixed dealt properly going get worse completely unacceptable amount money making membership month despite issue member complaint actually audacity increase membership month ago help “towards maintenance” improvement made time got significantly worse small snapshot issue air conditioning stopped working soon hot weather arrives third year row happened manger come gone time make excuse say working air conditioning unit us smart system smart unbearable train heat pleasant breathing everyone germ body odour sweating like sauna generally nice environment felt like going pas day least last year left door open hired large portable aircon unit start training paying membership • old tired need replacing like new precor south thing always broken order sign cable machine tired way dumbbell olympic bar mostly bent cardio machine broken need serious maintenance serious injury occur waiting happen •cleaning facility wipe reduced since january therefore clean might time day train personally never seen member staff cleaning also changing room disgusting smell constantly notify member month ago would building work commencing apartment across road building company would using upto car park space builder allowed park parking difficult member best time enough space capacity parking premium cannot park surrounding street double yellow line know finish many occasion member train busy pm find parking space pt unfriendly welcoming unless part “clique”•the new assistant manager need address issue raised many member instead parading around gawping male member find really uncomfortable actually hypocritical given promote harassment” campaign poster check cctv clearly see checking individual listed gay dating meet site member use facility late night get alsorts highly rated aswell believe madness signed list endless matter manager take manager head office none appear anything unless something change drastically think mass exodus member leave come back charged nearly £ month train substandard facility management listen address issue raised thinking joining favour find another one
2,2023-06-02,Poor Cleanliness,changing room ridiculously dirty floor look like never get cleaned cleaning regime staff following need employ new cleaner leave good impression whilst working deters coming back
2,2023-06-16,Gyms too hot. No AC. Smell.,whilst good never turn ac policy mean hot summer smell awful company wide policy also customer service centrally absolutely awful think may bot
2,2023-06-16,Nice big gym with plenty of equipment…,nice big plenty toilet always disgusting state piece break seems stay broken week end flavoured water dispenser seems dispense stagnant filth based one visit use regularly
2,2023-06-15,It’s 30° outside and the air…,° outside air conditioner working totally hot workout almost fainted fresh air also spoke member everything coming air conditioning working since week
1,2023-06-02,Please get a grip on your staff!!!,canceled membership month due various reason primarily staff member edit management reported review identifying staff member name omitted review however mentioned review google act like owns regularly forcing member including weight section private class also record class social medium pick member background probably want video know certainly want extra background boxercise vids despite availability private room insists disrupting workout first time witnessed rude behavior member asked help malfunctioning machine responded sour face inconvenienced even though literal job additionally frequently shout us foul language review also mention similar experience rest staff friendly renovated womens section great often overcrowded overall experience consistently ruined staff member considering price increase dissatisfaction decided switch thegym despite longer journey edit entirely sure management asked update review unless addressed issue member created hostile environment reason make change simply stating tolerance behaviour make difference member gym🥴
1,2023-06-15,Dysfunctional Management,fed manager muswell hill driven wonderful trainer away bullying unreasonable behaviour also created unpleasant environment customer lost one particular trainer former muswell hill user included moved class another monitor terrible staff turnover serious problem every time trainer leaf class cancelled taken less experienced staff want reschedule work child care commitment every week manager another problem another member staff losing fantastic staff client really alarming rate please look
1,2023-06-12,"Great on paper, rubbish in reality.",paper fantastic reality much great cross uk access various however experience never high standard majority match clear issue cross management issue raised pushed back local never reviewed centrally staff get pay attitude raising something marketed consisting x pures world case
2,2023-05-13,No air conditioning,unfortunately sheffield south seem working air conditioning warmer outside really great exercise could find staff ask fault standard temperature mechanism app ask question nature twitter account appears inactive decade give another try couple day improve cancelling membership
1,2023-06-14,Gym is closed until further notice,closed notice info app site facebook page need go find closed time waster
2,2023-06-13,They keep moving the cardio equipment…,keep moving cardio around work machine used strategically placed aircon however main issue aircon extremely weak enough one big fan whole aircons ceiling strong really bad heat time need sorting
1,2023-06-13,Unacceptable temperature control in…,unacceptable temperature control aylesbury website pride keeping u safe yet start summer ac least fan sure hope nobody collapse heat exhaustion given failure resolve paying customer yes cheap need comply health safety regulation bring back fan sort ac
1,2023-06-12,Again PureGym turned off its hot water…,turned hot water shower wandsworth hammersmith fulham fulham tell people cut footprint really like insult people intelligence seems trying cut electricity cost expense paying customer money profit language understands time speak language take social medium public sure competitor happy find poorly treat paying customer bring attention online health fitness magazine reviewer surely health safety executive hse reminded time time visit inspect broken unusable handicapped bathroom firehazards edit degree laughable completely turned hot water believe people care hygiene prepare visit health safety executive hse department could care less carbon footprint make profit people really think everyone ignorant uneducated
1,2023-06-12,Needs to turn AC on as it's boiling in the gym,although love facility provided give star review simply due fact manager refusing turn ac level getting hot outside even hotter inside trying work horrible paying money monthly even privilege cold air appropriate would surprised emergency due paying member passing due exhaustion please sort asap especially going get even hotter also noticed case last year friend go noticing ac
1,2023-06-13,Earphones are a must!,love haim 🤢 control playlist surprisingly ed sheeran make want lift heavy music better would average
1,2023-06-13,Broken machines are not fixed,broken machine fixed order sign like month reduced number bike broken asked twitter fix ran round merry dance trying contact elusive manager communication customer service worst ever seen fix rocket science
1,2023-01-06,I cancelled my membership before…,cancelled membership christmas agreed christmas charged complained told past cut said agreed kept sending round circle try cancel plus link website send loop end called bank successfully raised claim get money back kept emailing renew membership happening
1,2023-06-12,What sick animal charges to find out your weight??,hell charge weigh sorry find absolutely inexplicably disgusting people pay service even access scale total total disgrace charge p someone weigh honestly surprised uproar guess people mainly lift weight complain
2,2023-06-04,When I attend classes you keep sending…,attend class keep sending email saying blocking able book impersonal one talk directly concern
1,2023-06-10,This is the worst gym ever,worst ever specific one chester low standard hygiene wise maintenance one leg press broken month rusty bar bad wonder recycling value even lucky use toilet hand dryer come
2,2023-06-11,Lack of air con killing this great gym,always favourite star sure way hot weight lift killing progress imagine cardio gymmers feel shame really great atmosphere
1,2023-06-14,Cold showers,reduced shower temperature tepid earlier year today marsh mill plymouth cold water manager duty chaos please say referred manager reply plausible explanation
1,2023-06-14,No management on site even though it…,management site even though within managed hour shower cold water even supposed hq mandate turn temperature air conditioning upper floor finally found staff member duty personal workout hidden studio reply nothing post complaint sent email local manager ben beer well dan loughrey supplied absolutely response let hope review get ai response sent local manager already done time take paying member seriously
1,2023-06-09,"zero customer service, over-crowding, broken equipment, non-hygenic",zero customer service one reply immediately reply helpful service sign broken week week poor hygiene changing room clogged drain shower crowding peak hour much waitng time use app slow buggy bring cleaning liquid tissue provide see people sweat sticking bench say cleaning wipe covid covid people stop sweating totally fine use gross sweaty bench others
1,2023-06-10,i wasn't let in booked class..,booked pilate min late parking available also long que entrance get people total allowed space even booked unbooked people managed get rude lucy reynolds another lady also shouted see space made cry never book pilate finchley
1,2023-06-04,They won’t let you leave the “contract”…,let leave “contract” even though say contract month month would recommend
1,2023-06-07,The air conditioning hasn’t worked for…,air conditioning worked week complain pt say control broken weather getting hotter like sauna getting smelly seems like investment put new maidenhead burnham neglected aircon broken machine 😭😢🥺 plus shower broken every week closed… suggest use maidenhead staines instead… mile always… email highlighting issue attached everyone view… reply reply team morning aircon still working according pt override system aircon physically broken actually come feel heat
1,2023-06-04,Please replace the spin bikes before someone really hurts themselves,staff really nice spin bike dangerous please consider replacing speak staff tell time table need changed regular basis sure went changed time table every week class friday saturday sunday night one water tap whole gym…really
2,2023-06-04,Ok gym,ok leave whilst well able go due water issue shut lack water supply annoyingly high amount time frustrating
2,2023-06-09,cold showers,going beeston atleast year cancelled membership due cold shower talking member one thats unhappy shower temperature turned seems like change due upper management luckily live heart beeston new opened road friend good bye
1,2023-06-04,Too many youngsters in the gym,many youngster overcrowded staff available talk good atmosphere
2,2023-06-04,The air conditioning was not working on…,air conditioning working one day visited received notification previous week advising non planned closure would helpful given choice alternative easier get others
2,2023-06-04,Disappointed,machine cable well looked plate rusted stuck pin missing annoying
2,2023-06-04,Some equipments are broken and it’s…,broken fix
2,2023-06-04,Some trainers are extremely loud when…,trainer extremely loud giving lesson point making people deaf sent formal letter manager nothing changed since
2,2023-06-04,Same price less access,without warning changed plan paid extra multi use without reason removed access plan paying price little bit ridiculous
2,2023-05-29,I booked a class on Tuesday 30.05.2023…,booked class tuesday pm lbt person one came take class waited one came ask class realised one coming left room told instructor leaving spin class coming fir year left due illness rejoined paying booking fee may would first class returning looking forward happy giffnock cheaper andmy friend thinking going service would expect
2,2023-06-09,Would not recommend,started week zumba bodyfit dance far zumba fine ok type done active zumba another west hampstead bodyfit also ok dance weird first min song good active dance movement beginning sweat burn fat instructor started showing u move mat like pilate yoga spent much time trying explain u move body completely cooled rest min showing u step trying learn sure burn single calorie would good dance class claim burn cals bother teaching u spiderman move also smell sweat way overpowering general cleanliness clearly lacking many people said thing review nothing happened far maybe itll stay way goal lose weight gain core strength continuing happily experience studio society west hampstead
1,2023-06-04,Direct Debit,happy guy said take money account £ additional £ charge ok since struggling payment told getting charged £ money ready guy take take please cancel membership know going anymore start somewhere else irritating want become healthy
1,2023-06-04,No Trainers,booked induction trainer turned either time finally found account customer service pushed one account another one responding issue expensive getting service
1,2023-06-09,Joined recently and in the last 2…,joined recently last month insulted time instructor think rude aggressive insulting considered ‘sarcasm first unprofessional secondly know well enough endure idea sarcasm seriously considering leaving one person never pleasant exchange matter try quite pleasant everyone else another member friend quite rude completely unnecessary unacceptable spend money get shape insulted instructor asking simple question simple yes answer would sufficed making experience uncomfortable unpleasant life stressful enough need added stress place pay help get rid stress
1,2023-06-05,Cancellation policy is ableist,class cancellation policy cancel hour class start late cancellation within month lose right book class ableist inaccessible ironic marketing always putting authentic self everyone message disability parental carer responsibility mental health condition booked early morning class woke feeling reason hour window large disproportionately affect group already face challenge speaking place lived experience think inclusive brand would encourage look cancellation policy someone advise diversity inclusion equity alienating large proportion customer add insult injury marketing message align better
2,2023-06-04,I enjoy using your services hence why I…,enjoy using service hence pay every month paying extra able use rehydration machine working properly used machine time visit yesterday tried different flavour yet none worked particularly annoyed pay extra every single month service also several machine order time order month fathom able charge every month service par align signed first place would like sort resolution somewhere compensate loss fund paying service full filled
2,2023-06-01,Visited Castle Marina Gym in Nottingham…,visited castle marina nottingham local close great functional fitness area great hyrox training would landed specific training sled track positioned one side track started stretching fitness class people fitness instructor used one sled available went back bag retrieve water bottle took sled politely went said use rudely shut informed fitness class took priority everything else annoying part sled weight half workout one sled used waited patiently gave feedback end expected got line class taking priority could grasp fact could still done class using one sled therefore allowing workout using sled
1,2023-06-04,Ever since I joined the WiFi has never…,ever since joined wifi never worked ask member staff say corporate work install wifi excuse waiting time still wifi
1,2023-06-04,Machines are always broke,machine always broke exaggerating stay broke month one use bentley bridge wolverhampton really many machine machine broken really notice
1,2023-06-04,Worse gym I’ve ever been too,worse ever none cardio work left
1,2023-04-30,Don’t go there,management horrible machine work water broken month getting packed care put go reason left ac also broken time hot cold random area horrible going year worst ever give feedback directly get ‘thank feedback aim improve eff improve anything better
2,2023-06-04,I signed back up in May 2023 and this…,signed back may first time felt disappointed location machine use since started back general cleanliness place hugely dropped chewing gum stuck machine bottle holder seem many suitable class available see number staff like used would like mention james always helpful pleasant shame used good round
2,2023-06-04,Gym to loud when they have classes it’s…,loud class like crap night club
1,2023-06-04,I've tried to cancel my membership but…,tried cancel membership app let joing week got deal £ first month get charged £ next month couple email still never cancelled membership advised cancel direct debit go back app waste time recommend bad customer service
2,2023-06-04,Limited cardio classes,limited cardio class outdated small cycling suite changing stall shower toilet lot waiting people hogging texting phone yet see staff floor keeping eye thing
1,2023-06-05,£39.99 a month not worth it,shower gel shampoo body wash showers… staff rarely ask customer put weight training tool back belong… secure storage cyclist put bike away
2,2023-06-04,The gym is frequently overcrowded,frequently overcrowded insufficient machine resulting long wait time minute per machine odor also quite unpleasant however affordability positive aspect although difficult secure turn
2,2023-06-04,There is a delay from those who play…,delay play iron device one device device device integrated knowing space available pedestrian bicycle belt large area must exploited place arranged
2,2023-06-04,Bad experience,old rusty back england used go snap fitness amazing advanced able watch netflix cross trainer treadmill also layout robroyston bad cross trainer user corner facing wall used love going snap force go
2,2023-06-04,The hydration machine wasn't working,hydration machine working basic water fountain also order nobody report ask assistance take wallet cannot purchase vending machine cash
2,2023-06-04,Music is hardly ever on,music hardly ever especially hour also getting like crèche amount age kid messing experience becoming poor experienced goer instructor
1,2023-05-31,The gym is far too busy,far busy limited amount people allowed
2,2023-06-04,Belfast st Anne’s square gym,belfast st anne square overall average ok big span two floor flavoured water dispenser broken nearly week despite well knowing issue people paying extra fixed asap ventilation system poor air con broken month downstairs get really warm summer unacceptable one hygiene station per floor absolutely enough removed nobody know making even unlikely people clean machine place could improvement
2,2023-06-04,Gym could use more air conditioning,could use air conditioning limited access hyper back extension bench weight left place put back needed
2,2023-06-04,Very crowded,crowded space aired properly especially busy great feeling almost claustrophobic positive load work close home
2,2023-06-04,It is hard to contact you to make any…,hard contact make change gold membership waste money many restriction place
2,2023-06-04,Machines not clean,machine clean toilet men changing room blocked day busy need full time person wiping machine
1,2023-06-04,"Terrible service, terrible outcomes",charged almost double price membership refund even good gesture customer service take forever get touch never spoken gotten outcome actually satisfied
1,2023-06-04,Simple as it’s the space is less and…,simple space less people crowded…
1,2023-06-04,Account cancelled for no reason and pin…,account cancelled reason pin suspended
1,2023-06-04,Too small too busy too expensive for so…,small busy expensive called experience
1,2023-06-04,Stopping Les Mills classes,stopping le mill class tried version good workout good value money
1,2023-06-04,The gym is massively over subscribed…,massively subscribed available plate dumbbell member kid flock around group spend forever kit looking somewhere socialise place serious working go somewhere else
2,2023-06-04,Some machines have been broken for more…,machine broken week telling repaired lot people go definitely enough machine exercising 🍑should next weight men
1,2023-05-13,Absolutely terrible when trying to…,absolutely terrible trying cancel membership messed made overdrawn app screwed locker room terribly dirty shower area private enough comfort lesson also helpful small slightly bigger people led public display humiliation
2,2023-06-06,Some major issues need to be addressed,totally fine busy e g weekend afternoon late morning due proximity school college often flooded group teenager respect basic rule like putting weight back cleaning use lack hygiene young goer something addressed staff well also tend glued certain machine without actually anything chatting laughing playing game phone worst issue however many underage look rule please see membership c clearly space worker seem bothered issue serious safeguarding problem may also invalidate business insurance case injury caused kid hope feedback taken seriously real action taken observe rule worker prevent underage kid joining attending
1,2023-06-07,Really disappointed with customer…,really disappointed customer service lack care needed support year moving process consistently difficult moved time period task would think would simple relocate charged twice starting new wasted day transition time without train time wasted literally hour online trying move passed another app really poor experience mostly fine lacking clean wash facility facility used stopped using early looking future need rely especially moving house stressful enough stuck without day end waiting algorithm computer program help
1,2023-06-05,I got suspended from puregym for no…,got suspended reason going almost month paying monthly got suspended start monthly payment could please unban
1,2023-06-04,There’s never any staff around the gym…,never staff around booked class cot cancelled notify taken one free class included membership
1,2023-06-07,Understaffed and no manager found.,find understaffed especially trying contact manager membership every time manager told one try come alternative time never class also bad cancelled lot member year past month gone downhill used come friend cancelled membership due thinking need staff class cancelled
1,2023-06-04,Wasn’t happy about your monthly…,happy monthly subscription cost concession new joining member
2,2023-06-04,Left early as gym was overcrowded,left early overcrowded could get proper workout due occupied
1,2023-06-06,Under equipped!,moving warrington northwich absurdly equipped packed warrington north much better
1,2023-06-04,Issues cancelling and changing membership type,right kit wanted train cancelled direct debit told cancel contract properly stay another month tried changing membership could visit another better kit currently response member service app frozen
2,2023-06-04,Rowing machines still not fixed,rowing machine still fixed two working correctly month
2,2023-05-30,Going from bad to worse?,machine london lambeth wandsworth road ground floor working five week indication might repaired free weight ground floor often place stand often requires recce one find dumbbell kettlebells even mat often emergency exit blocked seems hardly staff local management rarely ever visible shop floor look untidy sometimes even dirty overall unloved uncared
1,2023-06-05,Absolutely crap,absolutely crap letting friend family know worst experience ever going year disgusting customer service
2,2023-06-04,Very poor in some machines,poor machine one wrexham could bench press proper leg press crappy one training tire push sled bit space stretch area class go need look availability could studio teres space
1,2023-06-04,A descent gym that has gone woke woke…,descent gone woke without giving money cause claim support
2,2023-06-04,You are not providing standard trainers…,providing standard trainer people private trainer charge lot small period affordable everyone
1,2023-05-19,Vandalism to lockers careless staff,entering locker room could find one locker damaged bent open vandalism went speak staff member situation explaining feel safe leaving bag car key ect locker room shrugged shoulder said use external locker lead unable get correctly changed external locker used staff seem interested securing puregyms customer well literally carrying bag use literally left minute half work felt uncomfortable wanted leave please address situation immediately spoken looking go
1,2023-06-04,Gym is not bad but showers is totally…,nit bad shower totally rubbish cold water shower head small like cannot wash even hand properly
2,2023-06-04,Cable machines are always missing their…,cable machine always missing searching handle found hiding office sign ask handle would nice
2,2023-05-14,Not the best,tried two occasion arrange induction confident person really needed someone help understand tell best one use induction arrange trainer nowhere seen manager emailed thereafter lovely never managed secure another date
1,2023-06-06,Horrible customer service,horrible customer service first receive automated email make impossible cancel membership even still charge next month battle refund worth trouble far better group
2,2023-06-04,There's no Aircon so too hot,aircon hot spray clean machine use
1,2023-06-04,Can't get intouch with any staff its a…,get intouch staff nightmare change membership even though state app use cancelling
