Rating,Date Experienced,Review Title,Review,Generated Topics,Extracted Topics
2,2023-05-07,Disappointed with the Catford branch,"one star ⭐ for the friendliness and professionalism of most of the staff. one star ⭐ for the classes i attend because those instructors are just brilliant. no star for the cleanliness of the entire gym, including changing rooms, toilets and showers. the only time the changing rooms are clean is around 10-11am on week days as i can see a cleaner working. no star for lacking the disinfectants and paper towels for wiping an equipment after workout. no star for the ac in the changing rooms not working as a heater during cold months or cold days. no star for resetting a shower temperature to cool (summer-warm) and reducing the time of running water to half of the time (approx.7sec before it turns itself off) since the british summer time in march despite there was no sign of warmer weather. i was told by the managers that they couldnt do anything about it as it is a puregym scheme trial in all gyms and that i can contact the company myself, but with no specific contact details provided. to me it looks more like saving on energy bills for obvious to all of us reasons! (im sure this shower temperature changes are not listed in the ""terms and conditions""). i joined the gym shortly after it was newly open but if there will be no changes to my ""no star"" reasons in near future, i will reconsider to join somewhere else where i feel comfortable, cold free and my money is well spent for. what is the point to get fitter when my health is jeopardised by catching a frequent cold from using no warm showers, being surrounded by dust mites or catching germs from an undisinfected equipment. well, what wont kill you, will make you stronger would not quite apply here."," 

1. Staff friendliness and professionalism.
2. Brilliant instructors.
3. Gym cleanliness and equipment issues.",Staff friendliness and professionalism. | Brilliant instructors. | Gym cleanliness and equipment issues.
1,2023-05-07,No staff to assist I have lost my…,"no staff to assist i have lost my locker key  , very frustrating and no emergency number to contact that works either.", i have tried to contact the school office via email and phone but i have not received a reply. i am very disappointed and would advise anyone else,
2,2023-04-20,Every Sunday for the past 2 weeks there…,every time the gym is unstaffed for the past 2 weekends  there has been young kids aged around 12  in the gym.using all the equipment and mirrored area.,"  i have tried to contact the gym manager to inform them about the situation but so far no reply.  i am very disappointed. 
1",
2,2023-05-05,Disappointed,"i had to walk out of the studio because it was overcrowded. people that have aigned up for the classes cannot attend them because others are just walking in, without having signed up. it is not safe to lift weights and/or jump when people are literally on top of your back. the staff is not doing anything about it despite members complaining. the air-conditioner is not turned on, despite requests to do so, just quite unpleasant."," i am not going back. 
1. overcrowded 
2. staff is not doing anything 
3. air-conditioner is not on",overcrowded | staff is not doing anything | air-conditioner is not on
1,2023-04-02,Parking ticket alotted for not parking at the premises,please provide with the name and email address of pure gym northolt manager so i can contact as per your advise regarding my parking issue,. i have a question about the gym facilities and i would like to know more about the gym opening hours. i am a member of pure gym north,
2,2023-05-05,good gym but locker rooms and showers…,good gym but locker rooms and showers need better cleaning.  often the stench from the toilets and dirt in the shower is disgusting.,  i would recommend this gym to anyone who wants to get fit.  the equipment is good quality and well maintained.  the locker rooms and,
1,2023-03-31,Terrible place,"terrible place. no hygiene standard and nasty, negative personal trainers, one woman pt is particularly aggressive and can be heard making snide remarks within earshot of guests. i left and now go to absolutely fitness where staff are polite and the space is hygienic. i heard a member who i trained with a couple of months ago was recently bullied out by jelena, who i suspect is the female pt i heard making snarky comments. this gym is gaining a terrible reputation for bullying members including a vulnerable young adult with autism. avoid."," 
1. gym is nasty 
2. personal trainers are bad 
3. members are bullied To answer this question, I will extract","gym is nasty | personal trainers are bad | members are bullied To answer this question, I will extract"
1,2023-05-05,Absolute joke - fraudsters who keep taking money,"absolute joke! i cancelled my membership in march, only to check my bank account this month and realize that payment had still been taken out twice in april and may. went back to my app profile to find membership still active and cancellation option blanked out. looked for contact details for a direct phone conversation - theres none. went through twitter in the end just to be connected with a bot that told me it couldnt follow my request and that a member of staff would get in touch. this actually did happen, but the outcome was an absolute joke as i was told that it was basically my fault/ my banks fault that the direct debit had not been cancelled. a refund would not be issued. dont join this gym, and especially do not trust their own cancellation policy/ app. just cut payments off with your bank. i will report them for sure."," 

1. Cancellation issues 
2. No contact details 
3. Unfair outcome  To answer this question, I will extract the","Cancellation issues | No contact details | Unfair outcome  To answer this question, I will extract the"
2,2023-05-05,Some further enquiries maybe,"some further enquiries maybe?  over a difficult time with a lot to deal with treated staff, members, facilities with respect.  everybody welcome confidence not harassment - not so from one of them.  while unintentional sleeping - no effect on anyone else such as the regular unpleasant and sick making effect of smoking and drug use - several more episodes than those reported, in a place for health improvement and partners british heart foundation!  poor show to remove chair from under persons legs trying to ease severely swollen feet/lower legs, unintended sleepness, also effect of prescribed medication. good reason to suspend membership? 5/5/2023. end"," of review. To answer this question, can you please only extract the 3 main topics from the review?
Healthcare, Staff, Environment To",
1,2023-05-05,Cold showers !,"i have been a member of puregym sutton coldfield from when they opened the temperature of the showers is tepid warm at best plus there are only 2 supposed hot showers and 2 cold showers which never get used so at busy times we are queuing to get a shower i mentioned this to them and they said it will be staying at that temperature a lot of the members i know are not happy with this we dont expect to have a more or less cold shower after a workout unless this changes me and a few other members will be leaving its not good enough so unless you like a cold shower dont join this gym as they are not interested in looking after you ,very poor", standard.,
1,2023-05-04,Not Pure Gym - It's Pure Zoo.....,"just joined after cancelling a month ago as there was an offer of £0.00 joining fee and half price for the 1st month.  having visited this evening, i will definitely be cancelling the membership as the gym has now turned into a zoo... too many members using peak and off-peak. the gym smells of bo everywhere, theres no cleaning equipment, ac is almost always turned off, wifi needs verification every time you need access (last thing you need when working out).  this place has gone completely down hill.  i have better standards and will be looking elsewhere! perhaps the smelly teenagers can thrive in an overcrowded, unsafe environment to save a few pennies.","  i will be recommending this gym to stay away from. 

1. gym turned into a zoo.
2. gym smells of bo",gym turned into a zoo. | gym smells of bo
1,2023-05-04,Do not visit this gym,"honestly would not visit this gym, the smell is so bad i thought i was going to be sick i actually contemplated leaving my workout. pure gym are obviously aware due to the number of plug in air fresheners dotted about. also if you’re a women stick to the women’s area if you want to workout without being hit on or stared at",". the staff are friendly but the gym is not worth the money. 

1. gym smells bad.
2. women’s area.
",gym smells bad. | women’s area.
1,2023-05-01,I joined this gym in 2018 for my…,"i joined this gym in 2018 for my physical and mental health. it was brilliant when i first joined and was there for years, until recently. a gym is supposed to be a safe space for people to go who need to focus on their health and mental well-being when life takes a toll on them. i am so disgusted and appalled to say what has been going on in my local puregym. i will personally not recommend it to anyone. it has been managed without a doubt disgustingly, with people who have their own agendas with either staff and members at the gym. 0 stars if i could.", i have tried other gyms in the area and none of them have had this level of toxicity. puregym is not a safe space for,
1,2023-05-04,Reducing showers - not good,"staff and facilities are great, however the decision to close some of the showers for environmental reasons is madness i understand this is a head office decision. queueing for over 10 mins after a class to wait for a shower is not acceptable, users are queueing in their gym gear which means they spend more time in there, i understand staff check showers regularly but cant clean them well because they are always in use, so they are often dirty. closing 2 of the 5 the showers will not negate the need for people to use them, and i can only assume that the decision to turn the water temperature down is in the hope that people spend less time in them! whilst i applaud the sentiment you are severely frustrating your valued members. please reverse this decision!"," 

1. Showers are closed for environmental reasons.
2. Staff cannot clean showers well.
3. Staff turn down water temperature.",Showers are closed for environmental reasons. | Staff cannot clean showers well. | Staff turn down water temperature.
1,2023-05-03,Tragic.The gym was ok until last week,"tragic.the gym was ok until last week. they changed and replaced some machines for new ones, with cheap finishing which not doing the ""job""as previous ones and some of them already broken and out of service. congrats! some of machines not even been replaced but there some brand new which no one want to use as they really unnecessary . i think there must be someone in heat office making this ""glorious "" decisions but in real life probably never been at gym and not really understand peoples needs . instead of that changing room, mens shower and toilets in tragic shape and thats the main place which need serious work asap. constantly leaking urinals and terrible smell all over the changing rooms , thats what you will experience most of the times. this is ongoing problem there and no one cares . i thought in this days every company wants to gain new customers , members- pure gym doing opposite -with that unnecessary changes they made me leave and also couple more customers with me as they were unhappy of ignorance and cheap changes made . that was a nice place some time ago . i remember well as was also member of soho gum there before . however me and 4 more colleagues just signed off and we have new place where customer service listen peoples needs . congratulations of fantastic ideas ! shame they not that what really need to be done there !"," 

1. tragic 
2. changing room 
3. smell toilets 

3. (End of extraction)",tragic | changing room | smell toilets
1,2023-05-02,The gym is dangerously hot,"the gym is dangerously hot. full aircon is stated to be provided as part of the membership for this gym - this is not true. pure gym have not provided an explanation, warning or compensation to gym goers.  update - i have received an email from puregym confirming the air con has not been working. this is not acknowledged as part of their response to this message.",  i am very disappointed and would not recommend this gym to anyone.  i have tried to contact the gym manager and he is very unhelp,
1,2023-05-04,I would give 0 if I could….,"i would give 0 if i could.fully paid membership every month, yet in april an extra £12.99 was taken from my account without authorisation after paying the membership in full via direct debit.to top it my gym membership got suspended…can’t make this crap up right??!oh and none existent customer service only bots so can’t get any answers or my money back nor accessing to the gym…an utter joke!! spend your money elsewhere","!!!.
1. bad customer service
2. extra charge taken without authorisation
3. gym membership suspended.",bad customer service | extra charge taken without authorisation | gym membership suspended.
1,2023-05-04,Avoid this poorly run gym,"worst puregym ive encountered . booming music from a class,  far too loud even with earbyds in. leg press, lat pull-down not working. staff member holding early morning class (thursday 4th may 2023) thinks she owns the place instead of us fee paying customers. non existent wifi. avoid this gym",". 

1. bad music 
2. broken equipment 
3. poor customer service",bad music | broken equipment | poor customer service
1,2023-05-03,Fine if you have zero issues or…,"fine if you have zero issues or questions at all but good luck getting in touch with customer service. they will take 3 days for reply, and when they do, it will probably just be a generic email or copy paste of their faqs with zero relevance to the question asked. when you finally get in touch with a human, the deal you asked about has expired and its passed the date that you needed to cancel - how convenient. do they care they you emailed them five times and sent them dms on all social media sites (their recommended way to contact them) before the deadline? do they f***.","com.au? i would advise anyone thinking of buying from them to do the same. 
1. Customer service.
2. Expired deal",Customer service. | Expired deal
1,2023-05-03,Rubbish and a scam!,"have very misleading t&c, convoluted to cancel membership, rude staff and poor facilities, do not recommend."," 
1. Misleading terms and conditions.
2. Rude staff.
3. Poor facilities.",Misleading terms and conditions. | Rude staff. | Poor facilities.
2,2023-05-01,I’m going to give this gym 2 stars,"i’m going to give this gym 2 stars . the 2 stars are for the cost and for some of the great trainers there -  eddie , richard , laura and harry . i enjoy their classes and they are all lovely people . i’m afraid what isn’t right at this gym is the management and the politics . there is a trainer called fraser that runs private sessions and many people at the gym have been aware that another member was ‘ pushed ‘ out of this group and she was always a really positive member of the gym and helped others there . i recently wondered why i had not seen helen for a while and i was told she had knee surgery recently but this isn’t the reason she hasn’t been at the classes . i have heard that the gym ‘ wanted her out ‘ for a while and the manager charlotte didn’t like her . i have no idea why as i have trained with helen for many years and she was always a friendly well liked member . i hear she made a complaint about a trainer jelena and i can understand why she did as her classes are not popular and she can be very rude to members . i think helen has been treated appallingly by this gym and you should all be ashamed that such a nice person has suffered so much at the hands of management and other members. very bullying culture . if you read this - helen get well soon ."," 
1. bad management 
2. unhappy member 
3. push out of group",bad management | unhappy member | push out of group
2,2023-05-02,AC needs to be fixed!,ive tried for the first time today finsbury park gym. air con wasn’t working on the first floor and ladies area and that made my workout terrible! i just couldn’t wait to get out from there .. it was almost like a sauna! please repair asap. overall gym is ok.," 

1. Air conditioning not working.
2. Gym is ok.
3. Workout was terrible.",Air conditioning not working. | Gym is ok. | Workout was terrible.
1,2023-05-02,Absolutely rubbish company...,"absolutely rubbish company.... they have taken sum of £45 from my account for new membership.... they did not give me a confirmation pin or any email apart from the recipt of the transaction.... i have emailed them, no response. i have facebook messaged them, no response. i went to two gyms beckton and stratford and they couldn’t help and said wait for the email! this is absolutely disgusting! and now i am just hanging here waiting for response which god knows when i will hear from them!"," i would advise anyone thinking of joining to think twice!
1. Rubbish company.
2. No email confirmation.
3. No",Rubbish company. | No email confirmation. | No
1,2023-04-27,Beware scammed by PureGym,"totally scammed by puregym, do not trust them. joined up for the most expensive membership because it said could bring a named friend with me unlimited times. weeks after i joined it changed to bring a friend 4 times a month. totally dishonest and sly, both myself and my son paid for the best membership because we were interested in the bring a friend unlimited deal. we are going to cancel our membership and join a different gym! we will never use this gym again. emailed them but not helpful at all."," 

1. Puregym was scam.
2. Bring a friend deal.
3. Membership costs. To answer this",Puregym was scam. | Bring a friend deal. | Membership costs. To answer this
1,2023-05-02,Showers in female changing rooms are…,showers in female changing rooms are disgusting! blocked with hair and need a proper clean. it was the same last week when i was there! i will  try again next week and if it’s still the same will cancel membership!  feel unclean after showering basically!,  i hate it when i come back to my place and smell the hair and mildew!  i don’t know if i will ever use,
2,2023-04-20,There is not enough equipment and some…,there is not enough equipment and some of them are always out of order. i will not recommend this gym to my friends,. i tried it for 2 weeks and it was a nightmare. the equipment was old and rusty and some of it was broken.,
1,2023-04-20,No Frills gym just don't expect it to…,"no frills gym just dont expect it to be clean! gym does all the basics of a gym with cheap running machines. free weights are excellent with good space but everything else is basics, cheap and not worth the money. only ever seen 1 member of staff when training and that was my first attendance at the gym. sadly no cleaning products available and when asked about this on twitter and via email response was due to saving the world with less paper towels but dont worry we clean when and if we feel like it. so im sweating like a pig on a running machine and i cant clean it for the next person or vice versa. ive gone to go on a machine seen it was drenched in someones sweat but i cant clean it as there is 0 cleaning products. im pretty sure if they want to save the work with paper they could atleast leave cleaning spray and change towels regularly. i find it odd that we had covid and become clean again to then go back to being dirty slobs (not the people, every person says the same thing) this is by far the dirtiest gym ive attended to in caerphilly and theres quite a few gyms and they all have cleaning products apart from this gym."," 

1. cheap running machines 
2. free weights 
3. no cleaning products To answer this question, can you list the 3 main topics","cheap running machines | free weights | no cleaning products To answer this question, can you list the 3 main topics"
2,2023-05-01,Staff are rude to be honest,staff are rude to be honest. twice had to ask for sanitisation equipment (paper towels and spray) attitude approaching the woman was awful and waited over an hour for her to bring it. never came. i mean her job isnt exactly the hardest so a simplest task like that should have been done straight away. machines are half broken no one bothers to fix them.," i wouldnt recommend this place to anyone. 

1. Staff are rude.
2. Equipment is not provided.
3. Machines",Staff are rude. | Equipment is not provided. | Machines
1,2023-04-19,The gym is way too busy all the time…,the gym is way too busy all the time and the membership fees are too high if you gail to make a payment.," the machines are old and the staff are not helpful. i would not recommend this gym to anyone. 
1. busy gym 
2. high membership",busy gym | high membership
1,2023-04-12,How is it possible that the only bench…,how is it possible that the only bench press in the gym is been broken for at list 5 months! this is ridiculous!, i have tried everything to fix it but nothing works! i am a beginner and i am very disappointed. i have never seen a bench press bench,
2,2023-05-01,Love the gym but men’s toilets are a…,love the gym but men’s toilets are a disgrace. urinals not working and evidently a nasty smell akin to drainage. showers could do with refurb as mould showing through white sealant,". i’ve had to use the ladies toilets as a result. i’ve also noticed the lack of hand sanitiser. 
1.",
1,2023-05-01,Overall a good gym but massively let…,overall a good gym but massively let down by the complete lack of cleaning supplies available. machines are often left with sweat or grease on them as there is literally zero cleaning spray or even tissue available. either bring your own or try another gym is you’re concerned about germs.," i’ve been coming here for 2 years and it’s the worst gym i’ve ever been to. 

1. Lack of",Lack of
2,2023-04-19,"really good gym, poor customer service","the gym itself was really good and had everything you could possibly need. however, the customer service and staff were of no help. when in the gym toilets i had a member of staff talk very rudely towards me over getting mud all over the floor when it was not in fact me and i had clean shoes on. furthermore, when i contacted customer service due to breaking a bone and the website not letting me cancel my subscription, i had a response of “try the website” which was obviously very unhelpful. after sending 3 different emails on different consecutive days i finally got a reply along the lines of “please don’t email lots of different times, instead email in a chain” not sure why they couldn’t of just sent a helpful email instead of wasting time sending an email on how i shouldn’t email. anyways, customer service never helped me resolve this issue and i had to contact my bank instead who sorted the issue immediately."," 

1. Staff 2. Gym 3. Website To answer this question, can you list the customer's main complaints?","Staff | Gym | Website To answer this question, can you list the customer's main complaints?"
1,2023-04-20,I am gratefull for the use of the…,i am gratefull for the use of the gym..however there are individuals who appear to equate working out with the necessity to make as much noise as possible by clattering the weights against machine and ground and throwing equipent around. could you inform clients to not do these things and respect equipment and other gym goers.," 
the noise is a major problem and it is very hard to concentrate on your workout. 
the gym is a great place to get fit but the",
2,2023-04-20,This gym is 4 floors underground,"this gym is 4 floors underground. i took advantage of the 3 day pass in january, (unfortunately they are not 24 hours so when i signed up just before midnight id already lost a day) i then signed up for another month cancelling after this as i found the atmosphere very weird and a number of staff seemed to be obsessed with my activities and whereabouts. i couldnt use my pin at the front entrance, which i think was done on purpose so i could give the staff something to do. it too weeks to rectify this, the tanoy system was sometimes put on very loud, which was quite offputting if you were ""getting in the zone"" music was controlled by staff seemingly so either on the treadmill or the mat. it is a very big gym, and with the membership price being the lowest on the market you really have to push through (being of a shyier nature) just to get past (some of)the staff. generally other gym goers are very respectful, keep themselves to themselves and the gym is big enough for there always to be a space for what you want to do, but i get the impression staff have to like you for you to be allowed to do what you want to do.  i then restarted my membership, for half the price, and no joining fee, and then paid for another month. for the last week i have been purchasing day passes until friday there was a leak and so it was a bit of a waste of money as the gym was closed because a massive section of the floor was completely flooded of sewage water into the female changing room and a section by the running machines. why this wasnt closed prior to 6pm or shortly after when id arrived i do not know - clearly it had not just started. i recieved an email at 10pm - 3 and a half hours after purchasing my day pass, 2 hours after being thrown out the gym, that it would work at other pure gyms unfortunately by 3pm the next day this feature was taken off.  the cleaner i met when i first joined was quite bolshy in the changing room, she was later hovering by the running machines, there are probably a few, generally the changing room toilets were always very dirty, i often saw toilet rolls were just left on the floor - whether you are a personal trainer of a cleaner, - i dont think they are cleaned regularly, but if you are working for an establishment at least take some pride in the facillities which are a)paying your wages b)being used by paying clients showers are clean but this is more from them not being used than anything else lots of the lockers in the female changing room are either broken, nearly broken or used without a lock, so when you are rushing and trying to find a space to put your stuff - good luck! i went into the mens on friday after arriving and the females being pretty much out of order, and they are far cleaner, bigger and of a general better condition. it is student led and i think the staff are comfortable with this. being from a dancing/fitness/performing back ground i really have to work hard in the gym and i also like to keep myself to myself i have found the staffs obsession with what i am doing both off putting and upsetting. there are 4 gyms in liverpool (puregyms) but as this is right in the centre by both liverpool lime street and central it is very easy to get to. i also kept initially getting my timings wrong, and instead of a member of staff just saying oh off peak is from 1.30, (i went at 1 one day) i really had to go into the app / website - the pods are tiny, its a struggle to fit in if you have a rucksack on your back, also if you are a bit claustrophobic but after being rejected access through the main door i got used to these pods- when my code actually worked. i think some staff have to remember they work for puregym, (and not the other way around) - unprofessional, uncooperative and lazy pts"," dont know, but it seems like the staff are more obsessed with their own activities than the wellbeing of the members. 

1. underground location 
",underground location
2,2023-04-29,Once you get in the gym and start using…,"once you get in the gym and start using the equipment, your frustration levels are easily settled (maybe due to physical exercises) and you can acknowledge that this gym (pure gym london borough) is a decent average gym. actually getting there (and literally into the gym) is a challenging but rather annoying hurdle one must overcome. this gym is often unstaffed, that means: no one at reception, no one answering your phone calls or messages. you cannot get basic information from the generic website. the lack of staff can make this an affordably cheap gym, but perhaps human support would be worth the extra penny. and bring a bloody lock for your locker as there is absolutely no information about this on their site. all in all, after my initial experience the good quality of the gym equipment is an undeniably strong plus."," 

1. equipment is good 
2. gym staffed 
3. locker information missing To answer this question, you need to identify the main","equipment is good | gym staffed | locker information missing To answer this question, you need to identify the main"
1,2023-04-17,Of the 4 cleaning sprays non work,"of the 4 cleaning sprays non work, tried priming them and theyre just not working. previously told machines deep cleaned 4 times a day which isnt really enough if people cant clean their machine before and after use",". i wouldnt recommend this product to anyone who wants their machine to work properly. the 3rd time i used it, the spray nozzle",
2,2023-04-28,Pure Gym Wincheap is an increasing…,"pure gym wincheap is an increasing disappointment and i have been a member for several years. class timetable is virtually non existent, the equipment is tired and decidedly dirty, the environment is similarly unsanitary and the staff are basically in a rotating door. the new staff are virtual children and have little experience and no expertise in social skills, let alone teaching skills. this can mean that health and safety is an issue, as the necessary checks, demonstrations and correction of how to use equipment etc is not happening. the staff spend most of their time looking at their phones, even while running classes and virtually have no engagement with the customers at all. the model employed by pure gym does not work. as the instruction teams are quickly [mostly virtually] trained in a short time frame, thrown in to a site, they have no experience and little confidence, are desperate to get enough pt sessions [of which there are not enough to make it viable for most of them] and therefore they very quickly end up leaving. management is often poor and the sites are often neglected; dirty changing rooms, overflowing sanitary bins, lack of cleaning equipment, no toilet rolls … despite raising concerns over and over again and even meeting twice with regional management …. it is the same old story. once kingsmead reopens in their updated and upgraded building .. i will be returning there. by the way, several other members [and exiting staff] share the same, if not more scathing views of both the system and the club. really a poor choice, if you are considering joining."," 

1. gym environment is bad 
2. staff are bad 
3. management is bad",gym environment is bad | staff are bad | management is bad
1,2023-03-22,"Bitchy staff, bully culture","used to be a great gym back in 2017/18 there were some great pts and fun classes with a sense of inclusiveness. over the past year or so new management has ruined that and driven the good pts away. they recently bullied one of the long term members out after an issue with a female pt. the current staff are very clichey, bitchy and judgemental- they seem to be in competition with each other and talk behind one another’s back, i won’t mention what i’ve heard said about members. not the positive environment you want in a gym",". i would advise anyone thinking of joining to walk past and don’t bother coming back. 

1. Great gym 2017 ",Great gym 2017
1,2023-04-29,Some of the worst gym etiquette from…,"some of the worst gym etiquette from members i’ve ever seen in over 6 years of training. dumbbells never put back, plates all over the floor, bars left loaded, cable accessories all over the place.  there’s also groups of what appear to be 15 year olds, and about 5 at a time, all gathered sat on weight racks etc.  facilities are good however, very clean and modern equipment but seriously the members need a stern warning to clean up after themselves."," 
1. Gym etiquette 
2. Groups of young people 
3. Cleaning warning To answer this question, I extracted the main topics as","Gym etiquette | Groups of young people | Cleaning warning To answer this question, I extracted the main topics as"
1,2023-04-12,My daughter had her gym locker broken…,my daughter had her gym locker broken into and her car keys stolen despite reporting this for investigation and promises that she would be contacted this has not happened which demonstrates that puregym don’t care and cannot be contacted as they do not respond beware people poor service from a poor company,. i would not recommend this gym to anyone. puregym locker room staff were rude and unhelpful. they did not even bother,
1,2023-04-28,Wont let you cancel,the website and app are designed to make it impossible to cancel your membership- if you are struggling or are within 3 days of your next payment block the payment via your bank. fraud,"sters will be able to steal your details and cancel your membership. 
1. Cancellation process.
2. Security issues.
3",Cancellation process.
1,2023-04-20,I'm pure gym member for long long time…,im pure gym member for long long time and im paying £18  so i can technically use all the pure gym however recently ive been asked to upgrade my account so that i can use the one which is in city cente in hope st where i always go so as a result ive cancelled my own and also my wife direct debit so we will not go to pure gym anymore so we will join yo the gym which is cheaper and much better than pure gym . its very interesting that my wife also pay £18 so she can use the gym where is in the hope st but i can not and we both pay the same amount.," it is a shame. 
1. Pure gym costs too much.
2. City centre gym is cheaper.
3. Wife also",Pure gym costs too much. | City centre gym is cheaper. | Wife also
1,2023-04-19,Intimidating,"there is no one  welcomes you, first time coming to the gym can be intimidating.",  the staff are very helpful and friendly.  the equipment is very basic and not very sturdy.  i would recommend this gym to anyone,
2,2023-04-16,Been a member for years but now…,"newtownabbey: been a member for years but now reconsidering. equipment not properly maintained. agree with mrs annette steenson, (march 6) the latest new layout downstairs is appalling. the equipment squeezed into 1/3rd. of the area nearest the entrance leaves little to no personal space between machines - and its so easy to bump into others whilst moving around. spacious it is not. the middle 1/3rd. area is a rarely used waste of good space. can also only agree with david (december 19) about new colour scheme - walls painted in single identity colours which when together make it a cold house for people from a unionist tradition. asst. mgr. very helpful. good to see managers available on the floor at the desk. thomas"," (october 20) was very helpful. 

1. equipment squeezed.
2. cold house.
3. managers",equipment squeezed. | cold house. | managers
2,2023-04-20,Air conditioning & hygiene is not good,"air conditioning is not good , the gym always smells bad and the toilets always smell bad. also the seats of the women toilets are all wobbly for months but no-one seems to bother there is no clean station upstairs , so the one disinfectant spray bottle always runs out and it doesnt get replaced for hours. not being able to apply our hygiene before and after using equipment although its basic and absolutely necessary,  it is not supported sadly.location is bath."," 
1. air conditioning 2. toilets 3. hygiene support To answer this question, we need to extract the main topics mentioned in the review","air conditioning | toilets | hygiene support To answer this question, we need to extract the main topics mentioned in the review"
1,2023-04-26,I have been a member of basofrd gym for…,i have been a member of basofrd gym for a few months now after which realising that i wouldnt get any help from majority of the staff nearly every single male staff member doesnt carry out any standard duties of a personal trainer no daily cleaning checks no toilet checks find a literal poo on the floor informing a staff member and 2 hours later still there while finding nost of them unapproachable for help as only interested in helping women appearing to me like sex pests which is ashame as the industry already has a bad name but instead of helping a new comer with bad technique in the free weights section they would just ignore them and or just stand there on their phones running up to women interrupting workouts just to introduce themselves," to them. 
1. Bad staff 
2. Unhelpful 
3. Disrespectful to new members To answer this question, I","Bad staff | Unhelpful | Disrespectful to new members To answer this question, I"
1,2023-04-23,Showers disgusting and unhygienic - risk of Legionnaires,"showers disgusting and unhygienic  hopefully this is not going to get another pure gym thanks for your feedback we take all feedback on board generic response, because this is important.  the showers are not cleaned, many are out of order. there is layers of mold around the seals and on the ceiling tiles. there is a real risk that from this gyms compliancy around cleaning and maintenance that legionnaires disease could form and harm members. i request that pure gym take this on board and get adequate testing and cleaning undertaken.  as others have already mentioned, the showers in the male changing room are also either out of order, or of poor quality. currently 3 are out of order with no eta on fixing, with out of the remaining 4, 1 is of satisfactory working, the others do not spray water properly, and is often cold.  parking is also another problem, again pure gyms generic response is that they are working on it. how hard is it to put or pay for a parking eye or other devices. or a member of staff going out every 4 hours and noting number plates down who have been there."," pure gym needs to take action now or risk losing members. 

1. Showers are disgusting.
2. Poor quality and maintenance.",Showers are disgusting. | Poor quality and maintenance.
1,2023-04-19,They cancel my membership without any…,they cancel my membership without any explanation and keep charging second month send several emails as you don’t have any contact number or any other contact details i’ve received an automatic response to speak to your local manager which you can’t find anywhere it’s like mickey mouse company can’t even claim the money back for 2 months of cancellation but direct debit works," fine. 

Topic 1: Cancellation  Topic 2: Lack of contact details  Topic 3: Unable to recover money",
1,2023-04-26,Cold Showers,"cold showers  after a workout this morning i hit the showers like usual, however the water was cold! i was then informed someone in head office had made the decision to reduce the temperature to 30c which i can assure you it was not. i think its a poor call to reduce the water temp without having someone check the temperature in the showers after. i hope this is addressed or ill be looking elsewhere.",  i have tried everything else in the gym but nothing compares to the cold showers.  the water temp is a key part of the experience.,
2,2023-04-25,Riverside <<< Castle Mall,"i have been going to castle mall’s puregym since early 2020. the gym there is absolutely fantastic, excellent atmosphere, high-quality equipment and people.  as a very happy customer i decided to add a secondary gym to my subscription as the one in riverside is now closer to where i work.  unfortunately to my surprise all the machines (cables-pulleys) are of a different brand than the ones in castle mall. older, of lesser quality and with heavier weights. now, this isn’t the end of the world and i know that different brands have distinct mechanisms/angles/calibrations making them feel different. however, when i subscribe to another puregym i expect the same level of equipment and quality, not a downgrade.  this probably happens in a lot of other puregyms across the uk, and some people might not mind it, but for me it really throws off my routine and makes it hard to focus on improvement. what’s the point of paying for a +1 access when i have to change my whole workout schedule/weights as the machines feel like they belong to a complete different gym chain.  i think it would be beneficial if puregym could provide a more consistent experience across all its locations. that way, i can rely on the same weights and machines, and i can focus on improving my shape instead of wasting time trying to adapt to different equipment.  i honestly feel torn to write this dissatisfying review as i will happily remain a pure gym customer, however i will not visit again nor recommend the one in riverside over the one in castle mall. especially to someone like me who wants to use both/switch."," 

1. Different equipment 2. Atmosphere 3. Subscription benefits",Different equipment | Atmosphere | Subscription benefits
1,2023-04-25,Worst Puregym I've visited in MCR,"after 5 years as a puregym member, this is the third puregym im a member of and by miles the worst one. ive been here for a good few weeks and apart from in classes (that are ran on the middle of the floors as there are no studios), im yet to see a staff member. the gym and the equipment is outdated and doesnt allow for much flexibility or variation in your workouts. no kettlebells, no slam balls, no prowler sled, no room to do weighted walked lunges or barbell hip thrusts, no skiing machine and whoever planned the layout of this gym did not think it through at all. you cant bring weights around so if you want to do weights, youll be crammed into a tiny space downstairs where theres about 5 benches as theyve decided to cover the top floor with cardio equipment and make it lool like theyre still practicing social distancing - the use of space is that poorly planned. even if its cheaper than both market street and exchange quay which i have previously been a member of, its not good value for money like the other 2. market street feels smaller but its much better equipped and always has staff around. i went for this one as ive always been very happy at puregym but will now look elsewhere in stretford as this gym is so limited. i like to do my own circuit training and combine weights and cardio but its not possible here. its weights downstairs and cardio upstairs. very poorly planned with little innovation. its old school and doesnt have the best room for a fun workouts."," 

1. Outdated equipment 
2. Lack of staff 
3. Poorly planned space 

The above query is an example of a",Outdated equipment | Lack of staff | Poorly planned space
